ID,SCIENTIFIC NAME,LATITUDE,LONGITUDE,TIMESTAMP
A,Setophaga,13.16666856,-69.13187887,2013-12-12 04:30:00.000
A,Setophaga,14.86993502,-68.37230827,2013-12-12 16:27:00.000
A,Setophaga,12.72058431,-67.43500019,2013-12-13 04:23:00.000
A,Setophaga,10.49529571,-68.39642785,2013-12-13 16:27:00.000
A,Setophaga,11.91130497,-69.01880384,2013-12-14 04:30:00.000
A,Setophaga,9.675072607,-69.98530898,2013-12-14 16:34:00.000
A,Setophaga,11.00013044,-70.56607848,2013-12-15 04:37:00.000
A,Setophaga,10.1084447,-70.94945182,2013-12-15 16:39:00.000
A,Setophaga,8.485163862,-70.24934177,2013-12-16 04:36:00.000
A,Setophaga,12.21713933,-68.61778036,2013-12-16 16:30:00.000
A,Setophaga,12.54137065,-68.76517129,2013-12-17 04:31:00.000
A,Setophaga,10.6406948,-69.59666862,2013-12-17 16:34:00.000
A,Setophaga,11.10299715,-69.80224186,2013-12-18 04:35:00.000
A,Setophaga,9.809754748,-70.36564305,2013-12-18 16:38:00.000
A,Setophaga,10.82242744,-70.81085616,2013-12-19 04:40:00.000
A,Setophaga,10.95870522,-70.74921149,2013-12-19 16:40:00.000
A,Setophaga,8.578063725,-69.71011887,2013-12-20 04:36:00.000
A,Setophaga,7.7740108,-70.05885766,2013-12-20 16:38:00.000
A,Setophaga,7.99011566,-70.15315017,2013-12-21 04:38:00.000
A,Setophaga,9.361797861,-69.5556653,2013-12-21 16:36:00.000
A,Setophaga,9.363280426,-69.55615438,2013-12-22 04:36:00.000
A,Setophaga,9.005195452,-69.71282291,2013-12-22 16:37:00.000
A,Setophaga,8.976251055,-69.69941158,2013-12-23 04:37:00.000
A,Setophaga,8.69066686,-69.824859,2013-12-23 16:38:00.000
A,Setophaga,8.511472396,-69.74555114,2013-12-24 04:38:00.000
A,Setophaga,8.030849492,-69.95587819,2013-12-24 16:39:00.000
A,Setophaga,6.6492175,-69.35603761,2013-12-25 04:37:00.000
A,Setophaga,7.425821523,-69.02206511,2013-12-25 16:36:00.000
A,Setophaga,7.62950883,-69.10794349,2013-12-26 04:36:00.000
A,Setophaga,6.556925943,-69.5733272,2013-12-26 16:39:00.000
A,Setophaga,8.38940543,-70.36172311,2013-12-27 04:42:00.000
A,Setophaga,11.07054469,-69.20087019,2013-12-27 16:38:00.000
A,Setophaga,11.11744472,-69.21622974,2013-12-28 04:38:00.000
A,Setophaga,9.736039476,-69.82180412,2013-12-28 16:41:00.000
